0.1052562;0.7463077;0.4091339;
2.033581;5.439289;5.545798;
8.637158;29.67061;4.404423;
-19.40034;-9.46921;-10.68831;
0.5415912;0.3926537;0.60778;
5.378035;2.23111;5.308612;
0.695647;1.478788;7.906267;
13.76989;-8.902685;-29.05299;
0.165692;0.3948361;0.6499209;
5.736546;4.752518;4.422348;
15.97608;7.016605;33.21982;
-3.126804;2.437878;4.056728;
0.08069202;0.4947422;0.1473751;
1.930947;3.074119;5.808098;
1.236584;37.97195;2.53384;
0.5376892;-17.55445;-11.66351;
0.1067393;0.7287964;0.7196487;
1.73945;0.1106563;2.089617;
23.63229;36.72483;5.414119;
10.76569;-2.829449;3.00633;
0.1696711;0.5108097;0.6652762;
2.519655;1.472103;4.214141;
22.79519;1.694131;10.40013;
-6.612608;2.773647;-17.20033;
