0.8203467;0.8361976;0.3920337;
1.481772;0;2.551833;
13.29665;2.951326;9.71699;
21.96881;31.84654;-7.667684;
1.020418;0.3561975;0.3779106;
2.236608;4.40232;2.605577;
24.94245;11.56023;25.11269;
-2.103671;7.290864;-5.955918;
1.098418;0.5925248;1.34254;
3.004157;6.283185;3.908147;
43.0179;28.78424;11.32795;
8.491051;-4.156929;9.180404;
0.9371167;1.285615;1.027882;
4.503067;2.647487;0;
33.64002;22.87868;17.02203;
-4.716715;-4.476076;-8.807536;
0.7350118;0.464547;0.05923462;
2.547938;2.621346;2.12514;
42.4686;23.37674;29.60581;
3.069623;-6.942841;15.90703;
1.111116;1.5;1.5;
2.311894;4.789834;4.136528;
22.7471;25.36443;24.3316;
4.450467;-14.99031;2.466115;
